p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
5.599999800324440002e-03,-3.000000026077032089e-03,-2.199999988079071045e-03,3.700000001117587090e-03,8.000000379979610443e-03,-6.200000178068876266e-03,1.002799987792968750e+00,9.951000213623046875e-01,1.030000019818544388e-02,6.599999964237213135e-03,8.921999931335449219e-01
3.500000108033418655e-03,-2.099999925121665001e-03,-3.800000064074993134e-03,-7.999999797903001308e-04,8.600000292062759399e-03,-6.200000178068876266e-03,1.002699971199035645e+00,9.957000017166137695e-01,1.310000009834766388e-02,4.399999976158142090e-03,8.938000202178955078e-01
4.399999976158142090e-03,-5.400000140070915222e-03,-5.700000096112489700e-03,2.600000007078051567e-03,4.800000227987766266e-03,-5.499999970197677612e-03,1.002099990844726562e+00,9.961000084877014160e-01,1.339999958872795105e-02,3.000000026077032089e-03,8.991000056266784668e-01
5.299999844282865524e-03,-4.900000058114528656e-03,-6.000000052154064178e-03,3.000000026077032089e-03,3.500000108033418655e-03,-7.300000172108411789e-03,9.988999962806701660e-01,9.984999895095825195e-01,1.350000035017728806e-02,4.499999806284904480e-03,9.063000082969665527e-01
4.399999976158142090e-03,-4.499999806284904480e-03,-5.700000096112489700e-03,1.900000032037496567e-03,1.099999994039535522e-03,-3.199999919161200523e-03,1.000399947166442871e+00,9.961000084877014160e-01,1.449999958276748657e-02,5.599999800324440002e-03,9.117000102996826172e-01
4.300000146031379700e-03,-5.499999970197677612e-03,-3.700000001117587090e-03,-8.999999845400452614e-04,9.999999747378751636e-05,-1.000000047497451305e-03,9.977999925613403320e-01,9.933000206947326660e-01,1.539999991655349731e-02,2.199999988079071045e-03,9.154000282287597656e-01
1.599999959580600262e-03,-2.300000051036477089e-03,-5.100000184029340744e-03,-3.700000001117587090e-03,-1.300000003539025784e-03,1.300000003539025784e-03,9.973000288009643555e-01,9.933000206947326660e-01,1.600000075995922089e-02,-1.200000056996941566e-03,9.233999848365783691e-01
3.700000001117587090e-03,-2.099999925121665001e-03,-2.899999963119626045e-03,-5.900000222027301788e-03,-1.200000056996941566e-03,3.999999898951500654e-04,9.980000257492065430e-01,9.973999857902526855e-01,2.030000090599060059e-02,3.899999894201755524e-03,9.314000010490417480e-01
2.199999988079071045e-03,2.300000051036477089e-03,-2.400000113993883133e-03,-6.699999794363975525e-03,-4.499999806284904480e-03,-2.600000007078051567e-03,9.983999729156494141e-01,9.944000244140625000e-01,1.750000007450580597e-02,1.700000022538006306e-03,9.384999871253967285e-01
3.400000045076012611e-03,3.599999938160181046e-03,-4.000000189989805222e-03,-4.800000227987766266e-03,-6.699999794363975525e-03,-9.999999747378751636e-05,9.951000213623046875e-01,9.945999979972839355e-01,1.549999974668025970e-02,3.999999898951500654e-04,9.462000131607055664e-01
9.999999747378751636e-05,2.199999988079071045e-03,-3.400000045076012611e-03,-3.000000026077032089e-03,-1.000000047497451305e-03,8.999999845400452614e-04,9.973999857902526855e-01,9.940999746322631836e-01,1.730000041425228119e-02,1.599999959580600262e-03,9.465000033378601074e-01
-3.899999894201755524e-03,5.200000014156103134e-03,-2.799999900162220001e-03,-1.999999949475750327e-04,8.999999845400452614e-04,1.799999969080090523e-03,9.970999956130981445e-01,9.940000176429748535e-01,2.040000073611736298e-02,4.900000058114528656e-03,9.505000114440917969e-01
-2.400000113993883133e-03,4.000000189989805222e-03,3.000000142492353916e-04,5.000000237487256527e-04,3.999999898951500654e-04,-5.000000237487256527e-04,9.962999820709228516e-01,9.919999837875366211e-01,2.260000072419643402e-02,4.900000058114528656e-03,9.452000260353088379e-01
1.000000047497451305e-03,5.200000014156103134e-03,7.999999797903001308e-04,2.600000007078051567e-03,-5.000000237487256527e-04,7.999999797903001308e-04,9.950000047683715820e-01,9.954000115394592285e-01,1.950000040233135223e-02,7.999999797903001308e-04,9.427000284194946289e-01
1.500000013038516045e-03,3.599999938160181046e-03,3.599999938160181046e-03,5.599999800324440002e-03,-2.000000094994902611e-03,3.899999894201755524e-03,9.962999820709228516e-01,9.965999722480773926e-01,1.750000007450580597e-02,-3.000000026077032089e-03,9.488000273704528809e-01
3.000000026077032089e-03,5.000000237487256527e-04,5.499999970197677612e-03,7.100000046193599701e-03,3.000000142492353916e-04,2.700000070035457611e-03,9.951000213623046875e-01,9.959999918937683105e-01,1.820000074803829193e-02,-4.699999932199716568e-03,9.495000243186950684e-01
6.000000052154064178e-03,4.000000189989805222e-03,6.000000052154064178e-03,8.899999782443046570e-03,-1.200000056996941566e-03,3.000000142492353916e-04,9.934999942779541016e-01,9.916999936103820801e-01,1.730000041425228119e-02,-4.000000189989805222e-03,9.508000016212463379e-01
3.899999894201755524e-03,4.000000189989805222e-03,7.499999832361936569e-03,8.000000379979610443e-03,-7.999999797903001308e-04,1.399999950081110001e-03,9.940000176429748535e-01,9.933000206947326660e-01,1.740000024437904358e-02,-2.899999963119626045e-03,9.506999850273132324e-01
3.299999982118606567e-03,4.900000058114528656e-03,6.699999794363975525e-03,7.300000172108411789e-03,-9.999999747378751636e-05,-1.500000013038516045e-03,9.976000189781188965e-01,9.959999918937683105e-01,1.720000058412551880e-02,-3.299999982118606567e-03,9.535999894142150879e-01
4.199999850243330002e-03,3.400000045076012611e-03,3.000000142492353916e-04,6.500000134110450745e-03,-1.300000003539025784e-03,-2.799999900162220001e-03,9.965999722480773926e-01,9.973000288009643555e-01,1.830000057816505432e-02,6.999999750405550003e-04,9.559999704360961914e-01
8.000000379979610443e-03,4.600000102072954178e-03,6.999999750405550003e-04,5.299999844282865524e-03,-4.100000020116567612e-03,-3.100000089034438133e-03,9.962999820709228516e-01,9.987999796867370605e-01,1.799999922513961792e-02,-1.300000003539025784e-03,9.578999876976013184e-01
6.200000178068876266e-03,7.999999797903001308e-04,3.999999898951500654e-04,4.999999888241291046e-03,-3.999999898951500654e-04,-5.000000237487256527e-04,9.973000288009643555e-01,9.972000122070312500e-01,1.879999972879886627e-02,-4.199999850243330002e-03,9.574000239372253418e-01
5.400000140070915222e-03,-1.700000022538006306e-03,2.499999944120645523e-03,5.299999844282865524e-03,-6.999999750405550003e-04,2.600000007078051567e-03,9.994000196456909180e-01,9.965999722480773926e-01,1.920000091195106506e-02,-6.399999838322401047e-03,9.542000293731689453e-01
3.299999982118606567e-03,1.999999949475750327e-04,2.499999944120645523e-03,7.100000046193599701e-03,-4.199999850243330002e-03,3.899999894201755524e-03,1.002099990844726562e+00,1.000000000000000000e+00,1.860000006854534149e-02,-6.500000134110450745e-03,9.508000016212463379e-01
3.100000089034438133e-03,-3.899999894201755524e-03,3.999999898951500654e-04,1.020000036805868149e-02,-5.200000014156103134e-03,3.500000108033418655e-03,1.002699971199035645e+00,9.981999993324279785e-01,1.759999990463256836e-02,-6.399999838322401047e-03,9.444000124931335449e-01
5.100000184029340744e-03,-6.000000052154064178e-03,3.999999898951500654e-04,7.000000216066837311e-03,-8.100000210106372833e-03,1.900000032037496567e-03,1.004699945449829102e+00,9.976999759674072266e-01,1.960000023245811462e-02,-3.899999894201755524e-03,9.440000057220458984e-01
4.699999932199716568e-03,-3.599999938160181046e-03,2.099999925121665001e-03,7.600000128149986267e-03,-4.600000102072954178e-03,6.000000284984707832e-04,1.006199955940246582e+00,9.943000078201293945e-01,1.740000024437904358e-02,-1.500000013038516045e-03,9.444000124931335449e-01
3.500000108033418655e-03,-5.900000222027301788e-03,4.999999888241291046e-03,5.299999844282865524e-03,-4.800000227987766266e-03,2.300000051036477089e-03,1.002799987792968750e+00,9.937000274658203125e-01,1.499999966472387314e-02,3.000000142492353916e-04,9.484000205993652344e-01
4.999999888241291046e-03,-1.799999969080090523e-03,8.100000210106372833e-03,3.500000108033418655e-03,-1.599999959580600262e-03,1.300000003539025784e-03,1.001099944114685059e+00,9.969000220298767090e-01,1.370000001043081284e-02,1.700000022538006306e-03,9.502999782562255859e-01
4.600000102072954178e-03,9.999999747378751636e-05,8.100000210106372833e-03,4.600000102072954178e-03,-1.799999969080090523e-03,5.100000184029340744e-03,9.980000257492065430e-01,9.993000030517578125e-01,1.640000008046627045e-02,1.900000032037496567e-03,9.508000016212463379e-01
7.999999797903001308e-04,1.399999950081110001e-03,8.999999612569808960e-03,3.700000001117587090e-03,-3.700000001117587090e-03,5.799999926239252090e-03,9.969999790191650391e-01,1.000300049781799316e+00,2.199999988079071045e-02,1.799999969080090523e-03,9.521999955177307129e-01
3.700000001117587090e-03,3.299999982118606567e-03,9.600000455975532532e-03,-3.000000142492353916e-04,-1.300000003539025784e-03,7.600000128149986267e-03,9.968000054359436035e-01,1.003299951553344727e+00,2.280000038444995880e-02,2.000000094994902611e-03,9.545000195503234863e-01
3.199999919161200523e-03,1.000000047497451305e-03,8.999999612569808960e-03,-1.200000056996941566e-03,-6.999999750405550003e-04,6.200000178068876266e-03,9.966999888420104980e-01,1.002900004386901855e+00,2.040000073611736298e-02,-8.999999845400452614e-04,9.560999870300292969e-01
3.000000026077032089e-03,-1.099999994039535522e-03,5.299999844282865524e-03,-1.500000013038516045e-03,8.999999845400452614e-04,4.699999932199716568e-03,9.987000226974487305e-01,1.003900051116943359e+00,1.810000091791152954e-02,1.700000022538006306e-03,9.577999711036682129e-01
1.599999959580600262e-03,1.500000013038516045e-03,6.999999750405550003e-04,-3.000000142492353916e-04,1.399999950081110001e-03,-6.999999750405550003e-04,1.000699996948242188e+00,1.000399947166442871e+00,1.489999983459711075e-02,2.600000007078051567e-03,9.606000185012817383e-01
8.999999845400452614e-04,-1.000000047497451305e-03,4.600000102072954178e-03,4.499999806284904480e-03,4.399999976158142090e-03,3.999999898951500654e-04,9.980999827384948730e-01,1.002300024032592773e+00,1.240000035613775253e-02,6.599999964237213135e-03,9.587000012397766113e-01
-3.000000142492353916e-04,1.999999949475750327e-04,5.499999970197677612e-03,3.199999919161200523e-03,5.000000237487256527e-04,2.199999988079071045e-03,9.980999827384948730e-01,1.004699945449829102e+00,1.279999967664480209e-02,4.199999850243330002e-03,9.557999968528747559e-01
1.700000022538006306e-03,-5.000000237487256527e-04,8.899999782443046570e-03,2.700000070035457611e-03,1.099999994039535522e-03,1.200000056996941566e-03,9.947000145912170410e-01,1.003100037574768066e+00,1.030000019818544388e-02,5.700000096112489700e-03,9.513000249862670898e-01
2.300000051036477089e-03,-1.599999959580600262e-03,8.799999952316284180e-03,2.300000051036477089e-03,4.399999976158142090e-03,1.099999994039535522e-03,9.921000003814697266e-01,1.004600048065185547e+00,8.999999612569808960e-03,4.900000058114528656e-03,9.453999996185302734e-01
-1.200000056996941566e-03,-1.200000056996941566e-03,5.700000096112489700e-03,6.999999750405550003e-04,3.800000064074993134e-03,1.099999994039535522e-03,9.900000095367431641e-01,1.000800013542175293e+00,9.399999864399433136e-03,5.299999844282865524e-03,9.459999799728393555e-01
-3.599999938160181046e-03,-1.700000022538006306e-03,3.400000045076012611e-03,-5.000000237487256527e-04,2.199999988079071045e-03,4.999999888241291046e-03,9.893000125885009766e-01,1.000000000000000000e+00,1.020000036805868149e-02,5.400000140070915222e-03,9.433000087738037109e-01
-1.599999959580600262e-03,-6.099999882280826569e-03,8.999999845400452614e-04,-7.999999797903001308e-04,-6.999999750405550003e-04,8.899999782443046570e-03,9.889000058174133301e-01,1.002400040626525879e+00,8.700000122189521790e-03,7.699999958276748657e-03,9.408000111579895020e-01
-4.800000227987766266e-03,-8.899999782443046570e-03,-4.100000020116567612e-03,-2.400000113993883133e-03,6.999999750405550003e-04,2.700000070035457611e-03,9.884999990463256836e-01,1.000800013542175293e+00,8.000000379979610443e-03,5.700000096112489700e-03,9.336000084877014160e-01
-3.100000089034438133e-03,-7.899999618530273438e-03,-3.899999894201755524e-03,9.999999747378751636e-05,-2.700000070035457611e-03,1.000000047497451305e-03,9.866999983787536621e-01,1.002599954605102539e+00,1.049999985843896866e-02,3.800000064074993134e-03,9.329000115394592285e-01
-3.199999919161200523e-03,-1.009999960660934448e-02,-3.500000108033418655e-03,1.999999949475750327e-04,-2.499999944120645523e-03,1.900000032037496567e-03,9.858999848365783691e-01,1.002300024032592773e+00,1.070000045001506805e-02,4.600000102072954178e-03,9.307000041007995605e-01
-2.899999963119626045e-03,-7.499999832361936569e-03,-3.500000108033418655e-03,4.800000227987766266e-03,-7.300000172108411789e-03,1.799999969080090523e-03,9.855999946594238281e-01,1.004899978637695312e+00,1.389999967068433762e-02,3.700000001117587090e-03,9.341999888420104980e-01
-3.000000142492353916e-04,-3.100000089034438133e-03,-4.800000227987766266e-03,1.799999969080090523e-03,-9.399999864399433136e-03,6.999999750405550003e-04,9.897000193595886230e-01,1.003900051116943359e+00,1.659999974071979523e-02,3.599999938160181046e-03,9.344000220298767090e-01
1.799999969080090523e-03,2.600000007078051567e-03,3.000000142492353916e-04,-5.000000237487256527e-04,-8.500000461935997009e-03,3.000000142492353916e-04,9.954000115394592285e-01,1.003200054168701172e+00,1.659999974071979523e-02,1.200000056996941566e-03,9.383000135421752930e-01
2.799999900162220001e-03,1.399999950081110001e-03,6.999999750405550003e-04,5.400000140070915222e-03,-9.700000286102294922e-03,-3.400000045076012611e-03,9.921000003814697266e-01,1.002500057220458984e+00,1.669999957084655762e-02,1.399999950081110001e-03,9.426000118255615234e-01
1.599999959580600262e-03,3.000000142492353916e-04,1.200000056996941566e-03,8.299999870359897614e-03,-7.199999876320362091e-03,-1.099999994039535522e-03,9.922000169754028320e-01,9.969999790191650391e-01,1.700000092387199402e-02,-5.000000237487256527e-04,9.474999904632568359e-01
-8.999999845400452614e-04,-3.999999898951500654e-04,-6.999999750405550003e-04,8.700000122189521790e-03,-5.299999844282865524e-03,-5.000000237487256527e-04,9.955000281333923340e-01,9.969000220298767090e-01,1.769999973475933075e-02,-4.000000189989805222e-03,9.488999843597412109e-01
-6.200000178068876266e-03,5.700000096112489700e-03,-6.999999750405550003e-04,6.300000008195638657e-03,-2.400000113993883133e-03,-2.700000070035457611e-03,9.958000183105468750e-01,9.947000145912170410e-01,1.750000007450580597e-02,-3.599999938160181046e-03,9.506000280380249023e-01
-6.500000134110450745e-03,7.899999618530273438e-03,-3.100000089034438133e-03,5.900000222027301788e-03,-1.000000047497451305e-03,-6.999999750405550003e-04,9.980000257492065430e-01,9.947999715805053711e-01,1.960000023245811462e-02,-2.300000051036477089e-03,9.492999911308288574e-01
-8.100000210106372833e-03,6.099999882280826569e-03,-2.199999988079071045e-03,5.700000096112489700e-03,2.300000051036477089e-03,-6.999999750405550003e-04,9.972000122070312500e-01,9.958999752998352051e-01,2.180000022053718567e-02,-1.599999959580600262e-03,9.472000002861022949e-01
-7.799999788403511047e-03,5.499999970197677612e-03,1.700000022538006306e-03,5.700000096112489700e-03,6.000000284984707832e-04,-1.799999969080090523e-03,9.925000071525573730e-01,9.936000108718872070e-01,1.810000091791152954e-02,-5.000000237487256527e-04,9.516999721527099609e-01
-3.899999894201755524e-03,6.300000008195638657e-03,2.300000051036477089e-03,9.499999694526195526e-03,8.999999845400452614e-04,-4.699999932199716568e-03,9.919999837875366211e-01,9.915999770164489746e-01,2.260000072419643402e-02,-1.999999949475750327e-04,9.552999734878540039e-01
-6.599999964237213135e-03,4.600000102072954178e-03,2.400000113993883133e-03,1.090000011026859283e-02,-1.999999949475750327e-04,-5.299999844282865524e-03,9.943000078201293945e-01,9.889000058174133301e-01,2.749999985098838806e-02,7.999999797903001308e-04,9.574999809265136719e-01
-6.099999882280826569e-03,2.899999963119626045e-03,4.900000058114528656e-03,1.420000009238719940e-02,3.000000142492353916e-04,-1.300000003539025784e-03,9.947000145912170410e-01,9.883999824523925781e-01,2.749999985098838806e-02,3.700000001117587090e-03,9.595000147819519043e-01
-2.700000070035457611e-03,6.099999882280826569e-03,3.800000064074993134e-03,1.140000019222497940e-02,6.999999750405550003e-04,-2.899999963119626045e-03,9.948999881744384766e-01,9.854000210762023926e-01,2.339999936521053314e-02,1.900000032037496567e-03,9.578999876976013184e-01
1.200000056996941566e-03,2.099999925121665001e-03,3.100000089034438133e-03,8.299999870359897614e-03,1.000000047497451305e-03,1.399999950081110001e-03,9.965000152587890625e-01,9.855999946594238281e-01,2.150000073015689850e-02,3.400000045076012611e-03,9.610999822616577148e-01
-1.399999950081110001e-03,3.299999982118606567e-03,2.199999988079071045e-03,1.119999960064888000e-02,1.999999949475750327e-04,4.199999850243330002e-03,9.962000250816345215e-01,9.871000051498413086e-01,2.019999921321868896e-02,2.899999963119626045e-03,9.610000252723693848e-01
3.000000142492353916e-04,4.000000189989805222e-03,6.000000284984707832e-04,1.109999977052211761e-02,-2.000000094994902611e-03,4.800000227987766266e-03,9.988999962806701660e-01,9.915999770164489746e-01,1.970000006258487701e-02,4.499999806284904480e-03,9.624000191688537598e-01
1.099999994039535522e-03,-1.399999950081110001e-03,-4.000000189989805222e-03,8.600000292062759399e-03,-3.000000142492353916e-04,2.099999925121665001e-03,9.998999834060668945e-01,9.901999831199645996e-01,2.170000039041042328e-02,9.300000034272670746e-03,9.535999894142150879e-01
-2.000000094994902611e-03,-6.699999794363975525e-03,-6.800000090152025223e-03,1.020000036805868149e-02,-1.099999994039535522e-03,4.900000058114528656e-03,1.003700017929077148e+00,9.889000058174133301e-01,1.799999922513961792e-02,1.219999976456165314e-02,9.375000000000000000e-01
2.700000070035457611e-03,-2.799999900162220001e-03,-7.600000128149986267e-03,9.499999694526195526e-03,-6.000000284984707832e-04,3.500000108033418655e-03,1.004500031471252441e+00,9.911999702453613281e-01,1.489999983459711075e-02,1.020000036805868149e-02,9.199000000953674316e-01
3.100000089034438133e-03,-6.500000134110450745e-03,-5.799999926239252090e-03,5.700000096112489700e-03,5.000000237487256527e-04,3.000000142492353916e-04,1.005599975585937500e+00,9.918000102043151855e-01,1.700000092387199402e-02,1.219999976456165314e-02,9.059000015258789062e-01
3.299999982118606567e-03,-6.099999882280826569e-03,-6.899999920278787613e-03,7.300000172108411789e-03,5.799999926239252090e-03,3.999999898951500654e-04,1.003200054168701172e+00,9.927999973297119141e-01,1.610000059008598328e-02,1.159999985247850418e-02,8.887000083923339844e-01
1.200000056996941566e-03,-8.200000040233135223e-03,-6.500000134110450745e-03,7.899999618530273438e-03,4.300000146031379700e-03,1.300000003539025784e-03,1.002699971199035645e+00,9.911000132560729980e-01,1.470000017434358597e-02,1.350000035017728806e-02,8.709999918937683105e-01
6.200000178068876266e-03,-8.500000461935997009e-03,-3.000000026077032089e-03,6.800000090152025223e-03,3.700000001117587090e-03,4.699999932199716568e-03,1.004500031471252441e+00,9.926000237464904785e-01,1.659999974071979523e-02,1.140000019222497940e-02,8.553000092506408691e-01
9.899999946355819702e-03,-1.059999968856573105e-02,-2.700000070035457611e-03,6.200000178068876266e-03,6.000000284984707832e-04,7.799999788403511047e-03,1.005800008773803711e+00,9.937999844551086426e-01,1.950000040233135223e-02,1.200000010430812836e-02,8.418999910354614258e-01
8.200000040233135223e-03,-8.500000461935997009e-03,-4.000000189989805222e-03,5.700000096112489700e-03,-2.099999925121665001e-03,3.299999982118606567e-03,1.004799962043762207e+00,9.929000139236450195e-01,2.060000039637088776e-02,1.080000028014183044e-02,8.294000029563903809e-01
6.300000008195638657e-03,-8.600000292062759399e-03,-3.500000108033418655e-03,5.599999800324440002e-03,-2.700000070035457611e-03,2.300000051036477089e-03,1.004799962043762207e+00,9.947999715805053711e-01,1.920000091195106506e-02,1.049999985843896866e-02,8.252000212669372559e-01
6.800000090152025223e-03,-7.699999958276748657e-03,-2.499999944120645523e-03,3.899999894201755524e-03,-3.000000142492353916e-04,3.000000142492353916e-04,1.002400040626525879e+00,9.943000078201293945e-01,1.470000017434358597e-02,1.370000001043081284e-02,8.198000192642211914e-01
6.099999882280826569e-03,-1.200000010430812836e-02,-4.499999806284904480e-03,3.299999982118606567e-03,1.900000032037496567e-03,1.700000022538006306e-03,1.000100016593933105e+00,9.966999888420104980e-01,1.090000011026859283e-02,1.319999992847442627e-02,8.034999966621398926e-01
6.200000178068876266e-03,-1.209999993443489075e-02,-1.799999969080090523e-03,-1.399999950081110001e-03,3.500000108033418655e-03,8.999999845400452614e-04,9.975000023841857910e-01,9.955999851226806641e-01,1.400000043213367462e-02,1.379999984055757523e-02,7.943000197410583496e-01
3.000000026077032089e-03,-8.799999952316284180e-03,-3.899999894201755524e-03,-5.799999926239252090e-03,-2.000000094994902611e-03,3.500000108033418655e-03,9.990000128746032715e-01,9.933000206947326660e-01,9.899999946355819702e-03,8.500000461935997009e-03,7.875000238418579102e-01
-7.999999797903001308e-04,-9.499999694526195526e-03,-4.399999976158142090e-03,-5.599999800324440002e-03,-1.799999969080090523e-03,5.499999970197677612e-03,1.002599954605102539e+00,9.951999783515930176e-01,6.899999920278787613e-03,4.199999850243330002e-03,8.003000020980834961e-01
-4.199999850243330002e-03,-9.899999946355819702e-03,-2.700000070035457611e-03,-3.800000064074993134e-03,-1.200000056996941566e-03,4.600000102072954178e-03,1.002300024032592773e+00,9.937999844551086426e-01,9.899999946355819702e-03,4.399999976158142090e-03,8.166999816894531250e-01
-6.500000134110450745e-03,-9.399999864399433136e-03,-3.999999898951500654e-04,-3.400000045076012611e-03,2.400000113993883133e-03,4.000000189989805222e-03,1.000000000000000000e+00,9.932000041007995605e-01,1.099999994039535522e-02,6.399999838322401047e-03,8.309999704360961914e-01
-7.899999618530273438e-03,-4.699999932199716568e-03,1.999999949475750327e-04,-2.499999944120645523e-03,1.900000032037496567e-03,5.700000096112489700e-03,9.983000159263610840e-01,9.922999739646911621e-01,1.200000010430812836e-02,6.500000134110450745e-03,8.335999846458435059e-01
-6.099999882280826569e-03,-4.100000020116567612e-03,-1.099999994039535522e-03,-3.000000026077032089e-03,3.500000108033418655e-03,4.300000146031379700e-03,9.970999956130981445e-01,9.908000230789184570e-01,1.190000027418136597e-02,4.800000227987766266e-03,8.409000039100646973e-01
-8.799999952316284180e-03,-6.200000178068876266e-03,6.000000284984707832e-04,-4.000000189989805222e-03,3.000000026077032089e-03,4.900000058114528656e-03,9.994000196456909180e-01,9.937000274658203125e-01,1.480000000447034836e-02,-6.999999750405550003e-04,8.539000153541564941e-01
-7.499999832361936569e-03,-1.090000011026859283e-02,1.099999994039535522e-03,-3.700000001117587090e-03,4.199999850243330002e-03,3.199999919161200523e-03,9.970999956130981445e-01,9.943000078201293945e-01,1.510000042617321014e-02,-1.000000047497451305e-03,8.673999905586242676e-01
-8.299999870359897614e-03,-1.180000044405460358e-02,1.900000032037496567e-03,-1.300000003539025784e-03,3.500000108033418655e-03,4.300000146031379700e-03,9.973000288009643555e-01,9.926000237464904785e-01,1.319999992847442627e-02,-3.000000142492353916e-04,8.787000179290771484e-01
-6.800000090152025223e-03,-1.209999993443489075e-02,7.999999797903001308e-04,-1.000000047497451305e-03,1.200000056996941566e-03,1.599999959580600262e-03,9.980000257492065430e-01,9.868999719619750977e-01,1.090000011026859283e-02,9.999999747378751636e-05,8.871999979019165039e-01
-5.200000014156103134e-03,-1.059999968856573105e-02,1.099999994039535522e-03,1.099999994039535522e-03,-6.000000284984707832e-04,2.700000070035457611e-03,1.001199960708618164e+00,9.872000217437744141e-01,1.049999985843896866e-02,1.000000047497451305e-03,8.984000086784362793e-01
-5.599999800324440002e-03,-9.800000116229057312e-03,2.899999963119626045e-03,-2.300000051036477089e-03,-1.799999969080090523e-03,3.800000064074993134e-03,1.001399993896484375e+00,9.858999848365783691e-01,6.399999838322401047e-03,1.200000056996941566e-03,9.081000089645385742e-01
-3.599999938160181046e-03,-7.600000128149986267e-03,6.999999750405550003e-04,-1.500000013038516045e-03,-3.999999898951500654e-04,-0.000000000000000000e+00,1.004099965095520020e+00,9.901999831199645996e-01,6.000000052154064178e-03,1.799999969080090523e-03,9.175999760627746582e-01
-5.200000014156103134e-03,-6.500000134110450745e-03,2.199999988079071045e-03,-2.600000007078051567e-03,-1.900000032037496567e-03,3.700000001117587090e-03,1.002500057220458984e+00,9.878000020980834961e-01,5.700000096112489700e-03,1.300000003539025784e-03,9.283000230789184570e-01
-8.999999845400452614e-04,-8.600000292062759399e-03,-6.000000284984707832e-04,1.999999949475750327e-04,-2.199999988079071045e-03,3.299999982118606567e-03,9.973000288009643555e-01,9.876000285148620605e-01,4.300000146031379700e-03,4.000000189989805222e-03,9.297000169754028320e-01
3.400000045076012611e-03,-1.040000002831220627e-02,-2.799999900162220001e-03,9.999999747378751636e-05,-1.799999969080090523e-03,2.499999944120645523e-03,9.990000128746032715e-01,9.858000278472900391e-01,3.199999919161200523e-03,4.499999806284904480e-03,9.330000281333923340e-01
4.199999850243330002e-03,-4.600000102072954178e-03,-4.100000020116567612e-03,-1.500000013038516045e-03,2.499999944120645523e-03,4.600000102072954178e-03,9.997000098228454590e-01,9.878000020980834961e-01,7.499999832361936569e-03,5.499999970197677612e-03,9.283000230789184570e-01
-6.999999750405550003e-04,-4.800000227987766266e-03,-9.999999747378751636e-05,-4.699999932199716568e-03,5.900000222027301788e-03,5.400000140070915222e-03,9.994000196456909180e-01,9.897000193595886230e-01,7.300000172108411789e-03,7.199999876320362091e-03,9.304999709129333496e-01
6.999999750405550003e-04,-2.600000007078051567e-03,-3.700000001117587090e-03,-5.200000014156103134e-03,4.100000020116567612e-03,4.800000227987766266e-03,9.973000288009643555e-01,9.919000267982482910e-01,8.700000122189521790e-03,9.600000455975532532e-03,9.225000143051147461e-01
-1.099999994039535522e-03,6.000000284984707832e-04,-2.199999988079071045e-03,-4.800000227987766266e-03,5.599999800324440002e-03,7.100000046193599701e-03,9.998999834060668945e-01,9.923999905586242676e-01,9.399999864399433136e-03,9.100000374019145966e-03,9.125999808311462402e-01
2.600000007078051567e-03,-1.599999959580600262e-03,-8.999999845400452614e-04,-3.800000064074993134e-03,6.500000134110450745e-03,4.699999932199716568e-03,1.000100016593933105e+00,9.922999739646911621e-01,7.600000128149986267e-03,5.700000096112489700e-03,9.089000225067138672e-01
7.999999797903001308e-04,0.000000000000000000e+00,-2.400000113993883133e-03,-3.800000064074993134e-03,4.900000058114528656e-03,6.099999882280826569e-03,1.003499984741210938e+00,9.947000145912170410e-01,5.599999800324440002e-03,6.699999794363975525e-03,9.077000021934509277e-01
2.300000051036477089e-03,1.399999950081110001e-03,5.000000237487256527e-04,-5.400000140070915222e-03,4.000000189989805222e-03,4.600000102072954178e-03,1.000399947166442871e+00,9.947000145912170410e-01,9.999999776482582092e-03,1.599999959580600262e-03,9.101999998092651367e-01
3.800000064074993134e-03,2.199999988079071045e-03,3.500000108033418655e-03,-7.300000172108411789e-03,4.499999806284904480e-03,8.399999700486660004e-03,9.991999864578247070e-01,9.937000274658203125e-01,1.180000044405460358e-02,-1.999999949475750327e-04,9.221000075340270996e-01
3.500000108033418655e-03,6.599999964237213135e-03,3.000000026077032089e-03,-5.900000222027301788e-03,4.000000189989805222e-03,6.800000090152025223e-03,9.983999729156494141e-01,9.897000193595886230e-01,1.180000044405460358e-02,-1.999999949475750327e-04,9.309999942779541016e-01
3.500000108033418655e-03,6.099999882280826569e-03,3.400000045076012611e-03,-6.200000178068876266e-03,5.000000237487256527e-04,6.699999794363975525e-03,9.969000220298767090e-01,9.872000217437744141e-01,9.800000116229057312e-03,8.999999845400452614e-04,9.359999895095825195e-01
1.300000003539025784e-03,4.199999850243330002e-03,6.000000284984707832e-04,-5.299999844282865524e-03,-1.000000047497451305e-03,4.999999888241291046e-03,9.961000084877014160e-01,9.901999831199645996e-01,1.260000001639127731e-02,-5.100000184029340744e-03,9.380999803543090820e-01
-2.000000094994902611e-03,4.199999850243330002e-03,-1.500000013038516045e-03,-4.100000020116567612e-03,-2.199999988079071045e-03,4.300000146031379700e-03,9.962999820709228516e-01,9.932000041007995605e-01,1.059999968856573105e-02,-4.399999976158142090e-03,9.375000000000000000e-01
